Action ID,Priority,Issue ID,Audit Name,Source Report File,Source Row Number,DS Component,DS Source Path,WCAG SC,Issue Summary,Impact,Auditor Validation Status,Raw Auditor Validation Value,Auditor Link,Fix Landed (fill in),Fixed in DS Version (fill in),Marked Fixed In Report (Y/N),Verified By (fill in)
DS-082,P3,2354461,DS audit report,report 1.csv,2,Select,core/components/organisms/select,2.4.6,Programmatic label does not convey purpose of control,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/2b3d9abe-b591-11f0-8276-f32d3064b70f,,,,
DS-083,P3,2354462,DS audit report,report 1.csv,4,Select,core/components/organisms/select,2.5.3,Accessible name does not contain visible label,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/32415418-b591-11f0-9f7a-1f4ec4dfb2b5,,,,
DS-084,P3,2356809,DS audit report,report 1.csv,8,Select,core/components/organisms/select,2.4.6,Controls have same name but different actions,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/5a878d94-b667-11f0-abf2-c3fc1a4fa914,,,,
DS-085,P3,2352501,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,26,Select,core/components/organisms/select,1.4.3,Elements must meet minimum color contrast ratio thresholds,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/c4e2bcdf-1d45-4e84-bad9-53effe50de24,,,,
DS-086,P3,2356880,DS audit report,report 1.csv,5,Textarea,core/components/atoms/textarea,1.4.11,Active user interface component lacks 3 to 1 contrast ratio,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/45b36198-b498-11f0-a843-6f41ab87c814/issue/340d01aa-b679-11f0-b486-cb9a10eeac70,,,,
DS-087,P3,2419192,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,38,VerticalNav,core/components/organisms/verticalNav,4.1.2,Selected state of the element is missing or incorrect,Serious,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2e991236-d5b9-11f0-a160-571dbe3de744,,,,
DS-088,P3,2341694,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,104,Breadcrumbs,core/components/atoms/breadcrumbs,4.1.2,Breadcrumb region is missing appropriate roles and/or attributes,Moderate,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-089,P3,2341689,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,103,Button / Link,"core/components/atoms/button, core/components/atoms/link",4.1.2,Anchor or button nested inside other anchor or button,Moderate,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-090,P3,2344221,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,9,HorizontalNav,core/components/organisms/horizontalNav,1.4.3,Control text lacks 4.5:1 contrast ratio on hover or focus,Moderate,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/72b1eb86-b0da-11f0-82da-0b4ae7f985b7,,,,
DS-091,P3,2355683,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,237,Modal / Sidesheet,"core/components/molecules/modal, core/components/molecules/sidesheet",4.1.2,Dialog / Alert Dialog: Dialog is missing appropriate role and/or attributes,Moderate,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-092,P3,2350159,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,49,Popover,core/components/molecules/popover,2.4.6,Programmatic label does not convey purpose of control,Moderate,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/703c6c7c-b487-11f0-ac90-8ffc4a45cc7b,,,,
DS-093,P3,2412016,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,70,RichTextEditor,core/components/atoms/editable,1.3.2,Screen reader focus does not move to intended target,Moderate,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7936ea60-d37b-11f0-9032-4741322386a8,,,,
DS-094,P3,2349650,Innovaccer - User Admin and Help Guide Web Audit,report 5.csv,155,Tabs,core/components/molecules/tabs,4.1.2,Tab widget is missing appropriate roles and/or attributes,Moderate,Open,Not Fixed,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,,
DS-095,P3,2344795,Innovaccer - Incare Web Audit MDS issues found,report 3.csv,40,VerticalNav,core/components/organisms/verticalNav,1.3.1,Group of navigation links missing semantics,Moderate,Open,(no validation column; Issue Status=Open),https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/89be1052-b233-11f0-838c-ef2ba1220438,,,,
