Group ID,Scope,DS Component,DS Source Path,Open Occurrences,Fixed Occurrences,Out of Scope Occurrences,Not Applicable Occurrences,Auditor Status Breakdown,Component Attribution Confidence,Issue Summary,Deque Rule ID,WCAG SC,SC Title,WCAG 2.2 Level,Guideline,Principle,Max Impact,Duplicate Occurrences,Impact Breakdown,Source Reports,Deque Issue IDs,Auditor Issue Links,Auditor Link Precision,Auditor Test Run URLs,Test Run Names,Affected Test Units,Recommended Remediation,Remediation Status,Fixed in DS Version (CHANGELOG match),CHANGELOG Evidence
A11Y-065,Design System — component,Menu,core/components/organisms/menu,1,0,0,0,Open:1,High (declared in source report),Elements must only use supported ARIA attributes,aria-allowed-attr,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2355735,2355735: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/7bef1cd7-c553-4b4a-8b1c-073dfa77b65b,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,High Risk Maternity,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-066,Product / page level,N/A — 3rd-party media player,,0,0,1,0,Out of scope:1,N/A (not a DS defect),Multimedia player cannot play audio description track,s508-video-player-no-ad-track,1.2.5,Audio Description (Prerecorded),AA,1.2 Time-based Media,1 Perceivable,Critical,1,Critical:1,Innovaccer - User Admin and Help Guide Web Audit,2341104,2341104,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,Provide an audio-description track for pre-recorded video content.,Not a DS defect — product/page level,,
A11Y-067,Product / page level,N/A — 3rd-party media player,,0,0,1,0,Out of scope:1,N/A (not a DS defect),Multimedia player cannot display closed captions,s508-video-player-no-captions,1.2.2,Captions (Prerecorded),A,1.2 Time-based Media,1 Perceivable,Critical,1,Critical:1,Innovaccer - User Admin and Help Guide Web Audit,2341109,2341109,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,,Provide synchronised captions for pre-recorded video/audio content in the media player.,Not a DS defect — product/page level,,
A11Y-068,Product / page level,N/A — product aria-hidden usage,,1,0,0,0,Open:1,N/A (not a DS defect),"aria-hidden=""true"" is used incorrectly",semantic-hidden,1.3.1,Info and Relationships,A,1.3 Adaptable,1 Perceivable,Critical,1,Critical:1,Innovaccer - User Admin and Help Guide Web Audit,2350574,2350574,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Level of Access - Date Access tab,"Convey structure semantically: real `<ul>/<ol>` with only `<li>` children, `<table>` with `<th scope>` header cells, heading levels in sequential order, and programmatically associated group labels (`<fieldset>/<legend>` or `role=""group""` + `aria-labelledby`).",Not a DS defect — product/page level,,
A11Y-069,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Elements must only use supported ARIA attributes,aria-allowed-attr,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2350060,2350060: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/02fd2b1d-9a32-4c6b-989d-e5365428ee23,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-070,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Tooltip content is not accessible to screen readers,custom-tooltip,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2412008,2412008: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/81829864-d37a-11f0-afab-d7abdf0aa372,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-071,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Button does not have a name,button-name-inaccessible,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2412017,2412017: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/81874318-d37b-11f0-ad51-27378986c28c,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-072,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Custom radio button does not have a role and/or state,radio-missing-role-state,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2412018,2412018: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/8630d726-d37b-11f0-83d6-f7d38f3af2d4,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-073,Design System — component,RichTextEditor,core/components/atoms/editable,1,0,0,0,Open:1,High (declared in source report),Focus indicator is missing,focus-indicator-missing,2.4.7,Focus Visible,AA,2.4 Navigable,2 Operable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2350857,2350857: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/e7a13c7a-b4a5-11f0-9868-d793d239d30a,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,Provide a visible `:focus-visible` indicator on every focusable element — never `outline: none` without a token-based replacement ring.,Open — remediation required (1 occurrences),,
A11Y-074,Design System — component,Select,core/components/organisms/select,1,0,0,0,Open:1,High (declared in source report),Elements must only use supported ARIA attributes,aria-allowed-attr,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2352496,2352496: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/495cfd56-e4c7-4b59-abf0-a3031c7c0369,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-075,Design System — component,Select,core/components/organisms/select,0,1,0,0,Fixed:1,High (declared in source report),Combobox is missing appropriate roles and/or attributes,custom-combobox,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2356990,2356990: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/b83bf4bc-b79c-11f0-84d3-071c3f9c7fc8,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,High Risk Maternity,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.26.0,Select: announce option text and hide decorative trigger icons
A11Y-076,Design System — component,Select,core/components/organisms/select,0,1,0,0,Fixed:1,Medium (inferred from Deque rule id),Custom select does not have a role and/or state,select-missing-role-state,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Critical,1,Critical:1,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,2354593,2354593,None — source export has no auditor URL; look up by Issue ID in axe Auditor,,,Admin Overview,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.26.0,Select: announce option text and hide decorative trigger icons
A11Y-077,Design System — component,StatusHint,core/components/atoms/statusHint,0,1,0,0,Fixed:1,High (declared in source report),Text alternative for the informative image is missing,alt-text-missing,1.1.1,Non-text Content,A,1.1 Text Alternatives,1 Perceivable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2345275,2345275: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/616a5124-b2ec-11f0-9319-637f60677c9e,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Patients,"Give informative images/icons a text alternative that conveys the same information (Icon `name` is not an alt text — pass `aria-label`); mark purely decorative graphics `aria-hidden=""true""` with an empty accessible name.",Fixed — validated by auditor (1 closed),4.23.0,"StatusHint: add aria-label to status icon, hide skeletons from AT"
A11Y-078,Design System — component,Text,core/components/atoms/text,1,0,0,0,Open:1,High (declared in source report),Function cannot be performed by keyboard alone,keyboard-inaccessible,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2350757,2350757: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/5f97a516-b49c-11f0-bf31-6b1bb6b9db09,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Open — remediation required (1 occurrences),,
A11Y-079,Design System — component,Tooltip,core/components/molecules/tooltip,1,0,0,0,Open:1,High (declared in source report),Function cannot be performed by keyboard alone,keyboard-inaccessible,2.1.1,Keyboard,A,2.1 Keyboard Accessible,2 Operable,Critical,1,Critical:1,Innovaccer - Incare Web Audit MDS issues found,2422867,2422867: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/01e11f6a-d71f-11f0-9583-e3e074261ec7,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Due - Week view,"Make every interactive element operable by keyboard alone: use native `<button>`/`<a>`, or add `tabIndex={0}` plus Enter/Space handlers via the shared space-key utility; give scrollable regions a focusable container.",Open — remediation required (1 occurrences),,
A11Y-080,Design System — component,Accordion,,0,1,0,0,Fixed:1,High (declared in source report),Expand/collapse state of the element is missing or incorrect,state-aria-expanded-missing-incorrect,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2422255,2422255: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/14991af8-d702-11f0-9c2c-fff5adcb201e,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Clinical Data,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-081,Design System — component,Avatar,core/components/atoms/avatar,0,1,0,0,Fixed:1,High (declared in source report),Button does not have a role,button-missing-role,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2407822,2407822: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/4d385d5a-d073-11f0-8729-97ba9791f842,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-082,Design System — component,Badge,core/components/atoms/badge,0,1,0,0,Fixed:1,High (declared in source report),Text spacing content cut off,text-spacing-cut-off,1.4.12,Text Spacing,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2350922,2350922: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/85699a54-b4a8-11f0-9bbe-b3afee0ae6cc,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Chronic Care Management,"Ensure no content is clipped when users override text spacing (line-height 1.5, letter-spacing 0.12em, word-spacing 0.16em, paragraph spacing 2em) — avoid fixed heights and `overflow: hidden` on text containers.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-083,Design System — component,Button,core/components/atoms/button,0,1,0,0,Fixed:1,High (declared in source report),Button pressed state is not conveyed,button-state-pressed,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2348051,2348051: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/db91172e-b3ca-11f0-81e3-b792cdcb44b8,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Document,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-084,Design System — component,Button,core/components/atoms/button,1,0,0,0,Open:1,High (declared in source report),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2374467,2374467: https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058/issue/f72f3a88-c063-11f0-970b-171baf05e36b,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/9e878f64-b8a4-11f0-b13a-430b8706e058,Innovaccer - Case and Care Management Web Mobile (Tablet) Audit_11-03-25-04:31,Task,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Open — remediation required (1 occurrences),,
A11Y-085,Design System — component,Calendar,core/components/organisms/calendar,0,1,0,0,Fixed:1,High (declared in source report),The disabled state of an element is not conveyed,button-state-disabled,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2414011,2414011: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/4d282a4a-d440-11f0-ad6d-678d7749bb39,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Fixed — validated by auditor (1 closed),4.24.0,calendar: add tooltip and aria-label for prev/next navigation button
A11Y-086,Design System — component,Calendar,core/components/organisms/calendar,1,0,0,0,Open:1,High (declared in source report),State of active component lacks 3 to 1 contrast ratio,contrast-uic-active-3-1-state,1.4.11,Non-text Contrast,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2342218,2342218: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/e6a85ec6-b08f-11f0-ad84-db2b291369d2,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Calendar,"Ensure non-text contrast ≥ 3:1 against adjacent colours for focus indicators, active/selected UI-component boundaries, and meaningful icons; use the focus-ring and border tokens rather than hard-coded colours.",Open — remediation required (1 occurrences),,
A11Y-087,Design System — component,Calendar,core/components/organisms/calendar,1,0,0,0,Open:1,High (declared in source report),Content is lost at 200% zoom,resize-text-content-lost,1.4.4,Resize text,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2342288,2342288: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/2a4d8dba-b093-11f0-bf1a-0b5dfd65e41c,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Calendar,Keep all content and function available at 200% text zoom — use relative units (`rem`) and avoid fixed heights that clip or hide controls.,Open — remediation required (1 occurrences),,
A11Y-088,Product / page level,Calendar,core/components/organisms/calendar,1,0,0,0,Open:1,High (declared in source report),Info or functionality is unavailable at 320px width equivalent,content-reflow-content-missing,1.4.10,Reflow,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2342289,2342289: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/3da1ef14-b093-11f0-9e9d-b7b09018bc57,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Calendar,"Support reflow at 320 CSS px with no two-dimensional scrolling — no fixed pixel widths, allow wrapping, and keep all content reachable.",Not a DS defect — product/page level,,
A11Y-089,Design System — component,Chip,core/components/atoms/chip,1,0,0,0,Open:1,High (declared in source report),Selected state of the element is missing or incorrect,state-selected-missing-incorrect,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2342682,2342682: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/36d85e5e-b0aa-11f0-be00-dff4403ee0a0,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Patients,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-090,Design System — component,Chip / Grid (nested interactive),"core/components/atoms/chip, core/components/organisms/grid",1,0,0,0,Open:1,Medium (inferred from Deque rule id),Interactive controls must not be nested,nested-interactive,4.1.2,"Name, Role, Value",A,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Web Audit,2340910,2340910,Test-run link only — source export omits per-issue auditor URLs; find by Issue ID in the run,https://axeauditor.dequecloud.com/test-run/fb2d5e00-ae0a-11f0-8290-5faeec950510,,Help - DAP - Overview,"Expose correct name, role, value and state: use native semantics first, otherwise set the right `role` plus `aria-label`/`aria-labelledby`, and keep `aria-expanded`, `aria-selected`, `aria-sort`, `aria-checked` and required ARIA attributes in sync with the visual state. Avoid nested interactive elements.",Open — remediation required (1 occurrences),,
A11Y-091,Product / page level,Collapsible,core/components/atoms/collapsible,1,0,0,0,Open:1,High (declared in source report),Info or functionality is unavailable at 320px width equivalent,content-reflow-content-missing,1.4.10,Reflow,AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2344882,2344882: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/81e0766e-b278-11f0-8443-233265063c60,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,Care Management Overview,"Support reflow at 320 CSS px with no two-dimensional scrolling — no fixed pixel widths, allow wrapping, and keep all content reachable.",Not a DS defect — product/page level,,
A11Y-092,Design System — component,Drag-and-drop patterns,,0,1,0,0,Fixed:1,Medium (inferred from Deque rule id),Functionality requires a dragging movement with no alternative,dragging-no-alternative,2.5.7,Dragging Movements,AA,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,Innovaccer - User Admin and Help Guide Mobile (Tablet) Web Audit,2355630,2355630,None — source export has no auditor URL; look up by Issue ID in axe Auditor,,,,"Provide a single-pointer (click/tap or keyboard) alternative to every drag-and-drop interaction, e.g. move up/down buttons or a menu action.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-093,Design System — component,Dropdown,core/components/atoms/dropdown,1,0,0,0,Open:1,High (declared in source report),Elements must meet minimum color contrast ratio thresholds,color-contrast,1.4.3,Contrast (Minimum),AA,1.4 Distinguishable,1 Perceivable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2352499,2352499: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/837eebfb-29ac-4ada-9518-d87bb5017bcf,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,Raise text contrast to at least 4.5:1 (3:1 for large text) using approved contrast-safe design tokens from `css/src/variables/index.css`; applies to placeholder and in-focus/hover link text too.,Open — remediation required (1 occurrences),,
A11Y-094,Design System — component,Dropdown,core/components/atoms/dropdown,1,0,0,0,Open:1,High (declared in source report),Status message not automatically announced,status-msg-not-auto-announced,4.1.3,Status Messages,AA,4.1 Compatible,4 Robust,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2356036,2356036: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/afaffae6-b657-11f0-a746-7bcf6775ac61,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,My Case details page,"Announce dynamic status changes (loading, saved, validation, result counts) through a live region — `role=""status""` / `aria-live=""polite""` — without moving focus.",Open — remediation required (1 occurrences),,
A11Y-095,Design System — component,Dropdown,core/components/atoms/dropdown,0,1,0,0,Fixed:1,High (declared in source report),Programmatic label does not convey purpose of control,label-programmatic-not-descriptive,2.4.6,Headings and Labels,AA,2.4 Navigable,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2355405,2355405: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/17a30144-b62a-11f0-8fc4-ab6885b0305a,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Give each control a unique, descriptive programmatic label that starts with its visible text; disambiguate repeated controls (e.g. multiple ""Edit"" buttons) with row/section context, and use meaningful `title`/heading text.",Fixed — validated by auditor (1 closed); DS version not identifiable from CHANGELOG,,
A11Y-096,Design System — component,Dropdown,core/components/atoms/dropdown,1,0,0,0,Open:1,High (declared in source report),Accessible name does not contain visible label,speech-accessible-name-mismatch,2.5.3,Label in Name,A,2.5 Input Modalities,2 Operable,Serious,1,Serious:1,Innovaccer - Incare Web Audit MDS issues found,2356956,2356956: https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d/issue/9ef872bc-b6d1-11f0-bee4-3b2966469546,Per-issue deep link,https://axeauditor.dequecloud.com/test-run/aa8a8272-ae0d-11f0-a2d2-5f492969aa5d,Innovoccer - Case and Care Management Web Audit_10-21-25-05:06,New Task,"Ensure the accessible name contains the visible label text, in the same order, so speech-input users can target the control by name.",Open — remediation required (1 occurrences),,
